,date,country,GDP,出口金额,工业,股票市值,国际收支金融账户差额,国际收支经常账户差额,国际收支经常账户贷方,国际收支经常账户借方,国际收支资本账户差额,国际收支资本账户贷方,国际收支资本账户借方,国际收支差额,国际投资头寸资产,国际投资头寸负债,国际投资头寸净额,进口金额,名义有效汇率,零售额,CPI,失业率,中央银行政策利率,year,quarter
255,2011-12-31,中国,8.8,14.286666666666667,12.8,-9.710817224506409,-21.74920344203681,-43.95495268248683,13.40715370041422,24.73645391049466,3.086204139994843,4.959623563401844,100.8919537959994,3.821846369697231,15.44679748172298,21.95489981559006,3.821840289822671,20.743333333333332,5.19307495725568,17.53333333333333,4.596666666666667,4.1,6.56,2011,4
256,2012-03-31,中国,8.1,8.876666666666667,12,-11.176283330336464,-3.489218574909234,1801.857846310382,10.63630810365275,5.026548386578141,1.751836625289157,4.513687367874232,137.5006076431543,0.811692379135828,13.38310237557676,20.33863946129038,0.811696625475516,10.033333333333333,5.850957342573891,14.9,3.766666666666667,4.1,6.56,2012,1
257,2012-06-30,中国,7.7,10.396666666666667,9.466666666666667,-10.848694191864878,-56.91963639231038,34.93540215136732,9.27491937856896,7.055043564854431,-36.93990463293043,-34.64025988674918,49.71229701893468,-2.653412836562626,8.80911110770786,14.84732432943469,-2.653436483733356,6.4,8.376280949571049,13.866666666666667,2.866666666666667,4.1,6.476666666666667,2012,2
258,2012-09-30,中国,7.5,4.476666666666667,9.1,-13.018993292402707,156.706945434423,79.56615527281758,8.368044569459384,2.790832065365292,-38.18042239373222,-33.33322741129552,77.3089369087563,7.703489589095859,10.49333599949266,11.85726947837556,7.698717266316781,1.46,6.529336525177745,13.5,1.9,4.1,6,2012,3
259,2012-12-31,中国,8.1,9.466666666666667,10,-4.099480352949657,-29.59977361497174,6.586094967865704,5.656563422023167,5.574076333427971,-13.8182743204114,-13.50226169247936,-5.198547395646528,9.335800637628793,10.09938141982581,10.46330086488418,9.335804519342256,2.896666666666667,2.395029791025864,14.866666666666667,2.066666666666667,4.1,6,2012,4
260,2013-03-31,中国,7.9,18.903333333333332,9.6,4.870703851844455,82.96829012197297,43.44065114820943,13.95307595257291,12.28078061919246,5.406740639478579,4.310861394140773,-18.29645217280276,8.042864928062643,9.103766772590944,9.595497793854841,8.04286554131574,9.556666666666667,3.369899069748354,12.4501,2.439966666666667,4.1,6,2013,1
261,2013-06-30,中国,7.6,4.13,9.133333333333333,-2.22136338296633,38.47922914115182,-27.68184680520781,6.18196876810948,9.87445191696031,-4.684126573957365,12.87088442566713,284.0996556245796,10.6293506767445,9.988142734395826,9.701839362059559,10.62935146544061,5.09,5.458811120206885,13.001566666666667,2.3842,4.1,6,2013,2
262,2013-09-30,中国,7.9,3.92,10.1,6.091359970416915,-61.01330680579768,-57.2315304991437,5.003560584878707,13.51992339625295,-39.3530692165216,-3.9330251843079,277.9537341486163,6.262923012917838,12.28500207881163,15.11485121695781,6.262924544545159,8.54,7.118903954481025,13.2989,2.7642,4.04,6,2013,3
263,2013-12-31,中国,7.7,7.466666666666667,10,7.460061263095803,-131.0560274399548,-38.07757971327398,8.980956733509261,13.19698503961345,-87.43495548982456,-22.48823090057202,1528.917560382318,8.360188604031647,14.99767125169162,18.12879499824319,8.360189137165653,7.06,6.317905827210345,13.547166666666667,2.9075,4.05,6,2013,4
264,2014-03-31,中国,7.5,-4.743333333333333,8.7,-8.635409479917149,-24.05678223390705,-86.63485696661763,-1.796142847613495,4.350455269068304,-89.99321750454914,-61.00988997356009,710.358734294047,11.73510074543601,15.32585221416402,16.96659859757597,11.73510012710667,2.756666666666667,5.414158347980819,12.0325,2.274,4.08,6,2014,1
265,2014-06-30,中国,7.6,5.023333333333333,8.9,-3.201964666949679,222.0550802967559,76.89573406037826,8.046476697621372,3.105275965343496,-170.5279035447974,-42.22871603429713,449.6747363888576,8.292734619818408,16.98957704423168,20.90559834821581,8.29273559591028,1.483333333333333,-1.067311971251974,12.271433333333333,2.204933333333333,4.08,6,2014,2
266,2014-09-30,中国,7.2,13.01,7.966666666666667,12.37204829978502,75.734360814159,140.9054034347588,10.10393502016794,3.360470692126406,-78.10485169675142,-59.71434270514963,-36.22939940832961,2.291891886890101,12.2980276191531,16.63846734498734,2.291892084355357,0.953333333333333,-0.052267253144773,11.8969,1.967866666666667,4.07,6,2014,3
267,2014-12-31,中国,7.3,8.65,7.6,34.248867439446876,404.6622079805618,139.5672693055598,6.303919791073888,-0.227218651159925,124.6764976748031,-62.12376521190369,-96.54374114501869,-11.44190793083048,7.696505262327866,15.97809448861772,-11.44177176492341,-1.656666666666667,5.457823609111563,11.710233333333333,1.515333333333333,4.09,5.733333333333333,2014,4
268,2015-03-31,中国,7.1,9.836666666666668,6.266666666666667,77.98900791200285,-71.96103309339962,1272.549040101492,2.012427049377445,-9.777393328832572,13.69997662139688,-62.96087749556737,-88.1553065784303,-22.45707188568751,1.600404339592125,12.1014809350684,-22.45706995598649,-17.60333333333333,7.959172698276029,10.47935,1.190233333333333,4.05,5.516666666666667,2015,1
269,2015-06-30,中国,7.1,-2.88,6.266666666666667,140.8813499137429,11.71825804135204,-10.44400982267574,-4.850300435884958,-4.161537755854026,117.7821658936579,-81.22179950791924,-99.20726579134454,-24.24289547172409,-0.298901816519078,9.357892739393515,-24.24289525815928,-13.376666666666667,12.57517238641927,10.254866666666667,1.376933333333333,4.04,5.1,2015,2
270,2015-09-30,中国,7,-6.363333333333333,5.933333333333333,59.31465347474268,-149.1532365487451,-14.95334160367239,-9.440160573073879,-8.777692792411221,-114.6428854406557,-82.961083436496,-69.07009895593417,-13.05014576097193,-3.001168538567236,0.821694218382784,-13.05014782056488,-14.233333333333333,10.934433248714752,10.734866666666667,1.732766666666667,4.05,4.683333333333333,2015,3
271,2015-12-31,中国,6.9,-5.34,5.9,33.359942663706626,22.82410281863347,9.01316789900865,-4.537077062053164,-6.131636508674039,-84.66610962590687,-69.56633158211498,111.2988736921857,5.49963322442872,-4.020529363189693,-7.166109725828438,5.499471466458424,-11.886666666666667,5.065754024633837,11.098533333333332,1.451,4.05,4.35,2015,4
272,2016-03-31,中国,6.9,-11.893333333333333,5.857553666666667,-14.984890973597647,-55.58255665885102,-39.45999656160557,-12.17539898690793,-8.323720245441296,-162.8272796957376,-24.12825163064808,413.4349956840505,22.61437094419383,-1.268065653010198,-8.479028516425558,22.61436942330295,-13.943333333333333,-0.16702811732454,10.35,2.133797,4.04,4.35,2016,1
273,2016-06-30,中国,6.8,-6.333333333333333,6.066666666666667,-33.669829910325944,-62.81695590447943,-12.57625356106801,-6.600178058321621,-5.912570587283683,-128.7005946700375,-62.54208149401219,667.5102006090526,38.78719161282448,-0.329261784186347,-11.25797730575902,38.78719225598987,-6.923333333333333,-3.741084120588019,10.233333333333333,2.082122333333333,4.05,4.35,2016,2
